UniqID,Island,Country.Territory,Region,Subregion,Lon,Lat,SiteName,Material,Type,Provenience,LabNo,Age,Error,d13C,Reference,calCurves,MapNo,CalibLon,CalibLat,DeltaR,DeltaErr,CalibReference,CalibLocality
1468,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Paso del Indio,human bone,human bone/teeth,P7/U5 Ent . 1,AA-82412,904,44,-19.28,Pestle 2010,intcal20,1497,-67.0012,17.9346,0,0,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1469,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Paso del Indio,human bone,human bone/teeth,P7/T1 Ent. 4,AA-78489,1336,43,-19.05,Pestle 2010,intcal20,1497,-67.0012,17.9346,0,0,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1470,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Paso del Indio,human bone,human bone/teeth,P7/U5 Ent. #11,AA-75122,1055,41,-19.31,Pestle 2010,intcal20,1497,-67.0012,17.9346,0,0,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1471,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Paso del Indio,human bone,human bone/teeth,P7/U1 Ent. 1,AA-72877,699,52,-18.72,Pestle 2010,intcal20,1497,-67.0012,17.9346,0,0,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1472,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Paso del Indio,human bone,human bone/teeth,P7/U5 Ent. #12,AA-78479,1128,49,-18.98,Pestle 2010,intcal20,1497,-67.0012,17.9346,0,0,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1473,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Paso del Indio,human bone,human bone/teeth,P7/U1 Ent. 2,AA-79352,567,43,�,Pestle 2010,intcal20,1497,-67.0012,17.9346,0,0,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1474,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Paso del Indio,human bone,human bone/teeth,P7/U5 Ent. #16A,AA-75121,952,41,-19.63,Pestle 2010,intcal20,1497,-67.0012,17.9346,0,0,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1475,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Paso del Indio,human bone,human bone/teeth,P7/U2 Ent. 11A,AA-75123,973,41,-19.11,Pestle 2010,intcal20,1497,-67.0012,17.9346,0,0,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1476,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Paso del Indio,human bone,human bone/teeth,P7/U5 Ent. #3,AA-79345,1099,45,-20.51,Pestle 2010,intcal20,1497,-67.0012,17.9346,0,0,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1477,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Paso del Indio,human bone,human bone/teeth,P7/U2 Ent. 12B,AA-83930,1065,45,-18.94,Pestle 2010,intcal20,1497,-67.0012,17.9346,0,0,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1478,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Paso del Indio,human bone,human bone/teeth,P7/U5 Ent. #4,AA-78478,1014,43,-18.78,Pestle 2010,intcal20,1497,-67.0012,17.9346,0,0,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1479,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Paso del Indio,human bone,human bone/teeth,P7/U2 Ent. 13,AA-83926,829,45,-19.39,Pestle 2010,intcal20,1497,-67.0012,17.9346,0,0,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1480,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Paso del Indio,human bone,human bone/teeth,P7/U5 Ent. #7,AA-72874,1053,42,-19.2,Pestle 2010,intcal20,1497,-67.0012,17.9346,0,0,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1481,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Paso del Indio,human bone,human bone/teeth,P7/U2 Ent. 1A,AA-72875,980,41,-18.94,Pestle 2010,intcal20,1497,-67.0012,17.9346,0,0,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1482,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Paso del Indio,human bone,human bone/teeth,P7/U5 Ent. #9,AA-79344,1070,45,-18.41,Pestle 2010,intcal20,1497,-67.0012,17.9346,0,0,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1483,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Paso del Indio,human bone,human bone/teeth,P7/U2 Ent. 3,AA-78481,798,45,-18.61,Pestle 2010,intcal20,1497,-67.0012,17.9346,0,0,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1484,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Paso del Indio,human bone,human bone/teeth,P7/U5 Ent. 10A,AA-82381,1070,45,-19.6,Pestle 2010,intcal20,1497,-67.0012,17.9346,0,0,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1485,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Paso del Indio,charcoal,charcoal/charred material,Unit 6S-17/25,Beta-77166,260,50,�,Walker 2005,intcal20,1497,-67.0012,17.9346,0,0,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1486,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Paso del Indio,human bone,human bone/teeth,P7/U5 Ent. 10B,AA-79402,1141,45,-19.69,Pestle 2010,intcal20,1497,-67.0012,17.9346,0,0,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1487,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Paso del Indio,human bone,human bone/teeth,P7/U2 Ent. 4,AA-79351,1121,44,-19.09,Pestle 2010,intcal20,1497,-67.0012,17.9346,0,0,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1488,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Paso del Indio,human bone,human bone/teeth,P7/U5 Ent. 11,AA-75799,1351,44,-18.13,Pestle 2010,intcal20,1497,-67.0012,17.9346,0,0,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1489,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Paso del Indio,human bone,human bone/teeth,P7/U2 Ent. 9,AA-79346,885,44,-19.48,Pestle 2010,intcal20,1497,-67.0012,17.9346,0,0,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1490,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Paso del Indio,human bone,human bone/teeth,P7/U5 Ent. 13A,AA-75141,1094,44,-18.8,Pestle 2010,intcal20,1497,-67.0012,17.9346,0,0,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1491,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Paso del Indio,human bone,human bone/teeth,P7/U3 Ent. 11,AA-72889,893,41,-19.17,Pestle 2010,intcal20,1497,-67.0012,17.9346,0,0,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1492,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Paso del Indio,human bone,human bone/teeth,P7/U5 Ent. 13B,AA-82406,1140,47,-19.18,Pestle 2010,intcal20,1497,-67.0012,17.9346,0,0,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1493,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Paso del Indio,human bone,human bone/teeth,P7/U3 Ent. 2,AA-83928,935,44,-19.57,Pestle 2010,intcal20,1497,-67.0012,17.9346,0,0,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1494,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Paso del Indio,human bone,human bone/teeth,P7/U5 Ent. 13C,AA-82405,963,46,-18.71,Pestle 2010,intcal20,1497,-67.0012,17.9346,0,0,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1495,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Paso del Indio,human bone,human bone/teeth,P7/U5 Ent. 19A,AA-79403,725,43,-18.89,Pestle 2010,intcal20,1497,-67.0012,17.9346,0,0,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1496,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Paso del Indio,human bone,human bone/teeth,P7/U5 Ent. 2,AA-75820,964,44,-19.06,Pestle 2010,intcal20,1497,-67.0012,17.9346,0,0,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1497,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Paso del Indio,human bone,human bone/teeth,P7/U5 Ent. 20,AA-79401,870,44,-19.14,Pestle 2010,intcal20,1497,-67.0012,17.9346,0,0,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1498,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Paso del Indio,human bone,human bone/teeth,P7/U5 Ent. 8,AA-79353,1026,44,-18.94,Pestle 2010,intcal20,1497,-67.0012,17.9346,0,0,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1499,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Paso del Indio,human bone,human bone/teeth,P7/U5 Impactado,AA-78490,1392,43,-18.97,Pestle 2010,intcal20,1497,-67.0012,17.9346,0,0,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1500,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Paso del Indio,human bone,human bone/teeth,P8/U2 Ent. 2,AA-72892,966,41,-18.72,Pestle 2010,intcal20,1497,-67.0012,17.9346,0,0,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1501,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Paso del Indio,human bone,human bone/teeth,P8I/U1 Ent. 2,AA-75823,951,42,-19.31,Pestle 2010,intcal20,1497,-67.0012,17.9346,0,0,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1502,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Paso del Indio,human bone,human bone/teeth,P8I/U3 Ent. 3,AA-82402,1191,48,-19.66,Pestle 2010,intcal20,1497,-67.0012,17.9346,0,0,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1503,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Paso del Indio,human bone,human bone/teeth,P8I/U5 Ent.(1) Impactado,AA-75824,1200,44,-18.99,Pestle 2010,intcal20,1497,-67.0012,17.9346,0,0,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1504,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Paso del Indio,human bone,human bone/teeth,P8N/U5 Ent. #2,AA-78482,1053,42,-18.96,Pestle 2010,intcal20,1497,-67.0012,17.9346,0,0,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1505,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Paso del Indio,human bone,human bone/teeth,P8N/U5 Ent. 2,AA-82401,1147,87,-19.32,Pestle 2010,intcal20,1497,-67.0012,17.9346,0,0,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1506,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Paso del Indio,human bone,human bone/teeth,P8N/U5 Ent. 3,AA-72893,1168,42,-19.5,Pestle 2010,intcal20,1497,-67.0012,17.9346,0,0,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1507,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Paso del Indio,human bone,human bone/teeth,P8S/U3 Ent. 2,AA-75825,804,43,-19.67,Pestle 2010,intcal20,1497,-67.0012,17.9346,0,0,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1508,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,PO-29,charred material,charcoal/charred material,J�cana 1; Midden; Unit 142-Level 17,Beta-272032,1550,40,-25.7,Espenshade 2014,intcal20,1497,-67.0012,17.9346,0,0,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1509,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,PO-29,charred material,charcoal/charred material,J�cana 3; Batey surface; Unit 153-Level 6, Beta-247738,940,40,-24.8,Espenshade 2014,intcal20,1497,-67.0012,17.9346,0,0,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1510,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,PO-29,charred material,charcoal/charred material,J�cana 3; Batey surface; Unit 153-Level 7,Beta-247739,940,40,-25.2,Espenshade 2014,intcal20,1497,-67.0012,17.9346,0,0,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1511,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,PO-29,charred material,charcoal/charred material,J�cana 4; Slope Wash-Batey floor-Unit 153-level 2 ,Beta-247736,540,40,-25.1,Espenshade 2014,intcal20,1497,-67.0012,17.9346,0,0,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1512,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,PO-29,charred material,charcoal/charred material,J�cana 4; Unit 153-level 4,Beta-247737,440,60,-24.1,Espenshade 2014,intcal20,1497,-67.0012,17.9346,0,0,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1513,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,PO-29,charred material,charcoal/charred material,J�cana 2; FX-12; Burial feature 258,Beta-272029,1100,40,-24.3,Espenshade 2014,intcal20,1497,-67.0012,17.9346,0,0,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1514,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,PO-29,charred material,charcoal/charred material,J�cana 2; FX-T12; Burial feature 370,Beta-272030,1240,40,-23.9,Espenshade 2014,intcal20,1497,-67.0012,17.9346,0,0,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1515,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,PO-29,charred material,charcoal/charred material,J�cana 2; FX-T12; Feature 222-posthole,Beta-272028,1300,40,-26.2,Espenshade 2014,intcal20,1497,-67.0012,17.9346,0,0,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1516,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,PO-29,charred material,charcoal/charred material,J�cana 2; FX-T12; Feature 224-charcoal lense,Beta-272023,1310,40,-25.5,Espenshade 2014,intcal20,1497,-67.0012,17.9346,0,0,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1517,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,PO-29,charred material,charcoal/charred material,J�cana 2; Gully Top; Feature 204-posthole,Beta-272026,1190,40,-24.2,Espenshade 2014,intcal20,1497,-67.0012,17.9346,0,0,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1518,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,PO-29,charred material,charcoal/charred material,J�cana 2; Gully Top; Feature 209,Beta-272027,1220,40,-26.2,Espenshade 2014,intcal20,1497,-67.0012,17.9346,0,0,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1519,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,PO-29,charred material,charcoal/charred material,J�cana 2; Midden Mound; Feature105-posthole, Beta-272025,1250,40,-25,Espenshade 2014,intcal20,1497,-67.0012,17.9346,0,0,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1520,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,PO-29,charred material,charcoal/charred material,J�cana 3; posthole in Midden Mound; Feature 112-posthole,Beta-272022,860,40,-26.5,Espenshade 2014,intcal20,1497,-67.0012,17.9346,0,0,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1521,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,PO-29,charred material,charcoal/charred material,J�cana 4; FX-F feature; Feature 454-posthole, Beta-272024,580,40,-25.6,Espenshade 2014,intcal20,1497,-67.0012,17.9346,0,0,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1522,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,PO-29,charred material,charcoal/charred material,J�cana 4; upper Midden Mound; Unit 108-Level 5,Beta-272031,710,40,-25.7,Espenshade 2014,intcal20,1497,-67.0012,17.9346,0,0,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1523,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,PO-29,charred material,charcoal/charred material,J�cana 4; upper Midden Mound; Unit 150-Level 8, Beta-272033,550,40,-26.5,Espenshade 2014,intcal20,1497,-67.0012,17.9346,0,0,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1524,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Punta Candelero,charcoal,charcoal/charred material,Postmold E-1,I-15678,1170,80,�,Rodr�guez 1991:627,intcal20,1497,-67.0012,17.9346,0,0,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1525,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Punta Candelero,human bone,human bone/teeth,C-6-no prov,AA-79380,948,44,�,Pestle 2013,intcal20,1497,-67.0012,17.9346,0,0,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1526,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Punta Candelero,charcoal,charcoal/charred material,Postmold E-4,I-15679,1230,80,�,Rodr�guez 1991:627,intcal20,1497,-67.0012,17.9346,0,0,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1527,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Punta Candelero,charcoal,charcoal/charred material,Test A (60-70),I-14978,2020,80,�,Rouse and Alegria 1990:58,intcal20,1497,-67.0012,17.9346,0,0,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1528,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Punta Candelero,charcoal,charcoal/charred material,Unit F (60-70),I-15407,690,80,�,Rodr�guez 1989:259,intcal20,1497,-67.0012,17.9346,0,0,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1529,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Punta Candelero,charcoal,charcoal/charred material,Unit F4 (40-50),I-15410,1260,80,�,Rodr�guez 1989:259,intcal20,1497,-67.0012,17.9346,0,0,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1530,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Punta Candelero,charcoal,charcoal/charred material,Unit I (70-80),I-15432,1000,110,�,Rodr�guez 1989:259,intcal20,1497,-67.0012,17.9346,0,0,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1531,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Punta Candelero,charcoal,charcoal/charred material,Unit J (60-70),I-15408,1310,80,�,Rodr�guez 1989:259 ,intcal20,1497,-67.0012,17.9346,0,0,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1532,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Punta Candelero,human bone,human bone/teeth,Area Cuevas Pozo A3 Ent. 29,AA-75137,1372,44,-16.28,Pestle 2013,intcal20,1497,-67.0012,17.9346,0,0,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1533,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Punta Candelero,human bone,human bone/teeth,Area Cuevas Pozo B-3 Ent. 9,AA-75816,1455,46,-15.34,Pestle 2013,intcal20,1497,-67.0012,17.9346,0,0,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1534,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Punta Candelero,human bone,human bone/teeth,Area Cuevas Pozo B-3-Ent. 10,AA-79408,1208,45,-18.08,Pestle 2013,intcal20,1497,-67.0012,17.9346,0,0,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1535,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Punta Candelero,human bone,human bone/teeth,Area Cuevas Pozo B-6-Ent. 9,AA-78509,1179,43,-17.87,Pestle 2013,intcal20,1497,-67.0012,17.9346,0,0,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1536,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Punta Candelero,human bone,human bone/teeth,Area Cuevas Pozo D-1 Ent. 1,AA-75813,1214,46,-18.79,Pestle 2013,intcal20,1497,-67.0012,17.9346,0,0,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1537,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Punta Candelero,human bone,human bone/teeth,Area Cuevas Pozo D-1 Ext. S.O. Ent.45,AA-72884,1118,44,-18.75,Pestle 2013,intcal20,1497,-67.0012,17.9346,0,0,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1538,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Punta Candelero,human bone,human bone/teeth,D-8 Ent. 47,AA-75135,1082,42,-18.43,Pestle 2013,intcal20,1497,-67.0012,17.9346,0,0,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1539,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Punta Candelero,human bone,human bone/teeth,Area Cuevas-Pozo A-2,AA-79381,1162,45,-18.29,Pestle 2013,intcal20,1497,-67.0012,17.9346,0,0,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1540,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Punta Candelero,human bone,human bone/teeth,Area Cuevas-Pozo A-2,AA-79382,1235,45,-18.36,Pestle 2013,intcal20,1497,-67.0012,17.9346,0,0,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1541,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Punta Candelero,human bone,human bone/teeth,Area Cuevas-Pozo A-3-Ent. 16,AA-79413,1154,44,-16.92,Pestle 2013,intcal20,1497,-67.0012,17.9346,0,0,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1542,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Punta Candelero,human bone,human bone/teeth,Area Cuevas-Pozo B-4,AA-79383,1389,45,-17.18,Pestle 2013,intcal20,1497,-67.0012,17.9346,0,0,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1543,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Punta Candelero,human bone,human bone/teeth,Area Cuevas-Pozo B-6,AA-79384,1408,46,-15.94,Pestle 2013,intcal20,1497,-67.0012,17.9346,0,0,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1544,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Punta Candelero,human bone,human bone/teeth,Area Cuevas. PozoA-2 Ent. 33,AA-72881,1251,42,-17.98,Pestle 2013,intcal20,1497,-67.0012,17.9346,0,0,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1545,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Punta Candelero,human bone,human bone/teeth,Blq 2 Pozo B-1 Ent. 13 Area Huecoide,AA-75129,1260,42,-17.7,Pestle 2013,intcal20,1497,-67.0012,17.9346,0,0,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1546,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Punta Candelero,human bone,human bone/teeth,Blq 2 Pozo Q Ent. 1,AA-75810,1582,46,-16.35,Pestle 2013,intcal20,1497,-67.0012,17.9346,0,0,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1547,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Punta Candelero,human bone,human bone/teeth,Blq 3 Pozo A Ent. 3,AA-75130,1374,43,-16.49,Pestle 2013,intcal20,1497,-67.0012,17.9346,0,0,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1548,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Punta Candelero,human bone,human bone/teeth,Blq II L-2 Pozo D Ent. 1,AA-75805,1369,45,-15.95,Pestle 2013,intcal20,1497,-67.0012,17.9346,0,0,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1549,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Punta Candelero,human bone,human bone/teeth,Blq II Pozo F-8 Ent. 1,AA-75128,1539,43,-18.06,Pestle 2013,intcal20,1497,-67.0012,17.9346,0,0,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1550,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Punta Candelero,human bone,human bone/teeth,Blq. 2 Pozo F Ent. 1 Hueso 5,AA-75812,1339,45,-17.75,Pestle 2013,intcal20,1497,-67.0012,17.9346,0,0,"Kilbourne, K:2007","La Parguera, Puerto Rico"
